ID,Title,Short_Intro,Category,Enrollment,Completions,URL
COR1749,Investment Banking: M&A and Initial Public Offerings,"This course focuses on examining various practical applications of the fundamental financial analysis and valuation techniques employed in the investment banking industry.  Specifically, we will examine how to analyze how a private equity firm or other financial sponsor completes a leveraged buyout of a company, how a public company analyzes the impact of acquiring a company on its earnings per share, and how a company completes an initial public offering.  ",Finance,179,163,https://www.coursera.org/learn/investment-banking-mergers-acquisitions-ipos?specialization=mergersandacquisitions
COR1750,Inspiring Leadership through Emotional Intelligence,"Emotional intelligence, hope, mindfulness, and compassion help a person reverse the damage of chronic stress and build great leadership relationships. The Positive and Negative Emotional Attractors inspire sustained, desired change and learning at many levels.",Leadership and Management,161,146,https://www.coursera.org/learn/emotional-intelligence-leadership?specialization=inspired-leadership
COR1751,Saving Money for the Future,"This course is designed for anyone who currently has, or will have in the future have, savings goals. Learners will come to understand the importance of compounding growth, the variables that impact setting goals like retirement savings, and how much money you need to save now to reach future goals. The course will help learners think through individual goals, like retirement, but also how those goals fit into your bigger financial picture. For example, saving for retirement, buying a home, and funding college for your kids all at the same time. The instructors will also cover how preparing for emergencies can prevent the derailment of those financial goals.",Personal Development,3915,2550,https://www.coursera.org/learn/saving-money-future?specialization=personal-finance-fundamentals
COR1752,Advanced Learning Algorithms,"In the second course of the Machine Learning Specialization, you will:",Machine Learning,3979,2844,https://www.coursera.org/learn/advanced-learning-algorithms
COR1753,"Lending, Crowdfunding, and Modern Investing","In this course, you’ll learn the foundational theories behind robo-advising, crowdfunding, and marketplace lending, and how to apply these theories to optimize your investments. Professor David Musto of the Wharton School has designed this course to help you gain a practical understanding of the theoretical frameworks of Modern Portfolio Theory and Financial Technology. You’ll learn how to apply the ideas behind robo-advising and crowdfunding to better assess and leverage a more optimized portfolio while managing risks. You’ll also explore the current consumer credit landscape and learn how to utilize financial technologies in your business. You’ll analyze real-life examples by studying the cases of Square and CommonBond. By the end of this course, you’ll have honed your skills in calculating risks and returns in robo-advising and crowdfunding, and be able to assess the value of marketplace lending to achieve better returns on your investments. No prerequisites are required for this course, although Fintech: Foundations, Payments, and Regulations and Cryptocurrency and Blockchain: An Introduction to Digital Currencies from Wharton's Fintech Specialization are recommended.",Business Essentials,1013,705,https://www.coursera.org/learn/wharton-crowdfunding-marketplace-lending-modern-investing?specialization=wharton-fintech
COR1754,Entrepreneurship II: Preparing for Launch,"This course builds on previous concepts and outlines strategies and tactics for forming, financing, and launching a new venture. Topics to be addressed will include building the new venture’s initial management team, identifying and reaching out to early customers, developing financial plans, raising startup and initial growth financing, and preparing for and managing rapid growth. ",Entrepreneurship,437,378,https://www.coursera.org/learn/entrepreneurship-2?specialization=innovation-creativity-entrepreneurship
COR1755,Introduction to GIS Mapping,"Get started learning about the fascinating and useful world of geographic information systems (GIS)! In this first course of the specialization GIS, Mapping, and Spatial Analysis, you'll learn about what a GIS is, how to get started with the software yourself, how things we find in the real world can be represented on a map, how we record locations using coordinates, and how we can make a two-dimensional map from a three-dimensional Earth. In the course project, you will create your own GIS data by tracing geographic features from a satellite image for a location and theme of your choice. This course will give you a strong foundation in mapping and GIS that will give you the understanding you need to start working with GIS, and to succeed in the other courses in this specialization.",Environmental Science and Sustainability,2026,1145,https://www.coursera.org/learn/introduction-gis-mapping?specialization=gis-mapping-spatial-analysis
COR1756,Data Visualization and Communication with Tableau,"One of the skills that characterizes great business data analysts is the ability to communicate practical implications of quantitative analyses to any kind of audience member.  Even the most sophisticated statistical analyses are not useful to a business if they do not lead to actionable advice, or if the answers to those business questions are not conveyed in a way that non-technical people can understand.  ",Data Analysis,3218,2624,https://www.coursera.org/learn/analytics-tableau?specialization=excel-mysql
COR1757,Combining Scrum with Other Agile Methodologies,This course is designed to help Scrum beginners become more proficient with Agile Scrum. This course explores layering other Agile methodologies on top of Scrum.,Design and Product,1137,835,https://www.coursera.org/learn/combining-scrum-with-other-methodologies?specialization=learnquest-certified-scrum-master
COR1758,Chinese for HSK 1,Nǐ hǎo! 你好！Welcome to Chinese for HSK Level 1 - a Chinese course for beginners. My name is YU Bin. I am very happy to meet you here!  ,Other Languages,1305,677,https://www.coursera.org/learn/hsk-1?specialization=hsk-learn-chinese
COR1759,Introduction to Structured Query Language (SQL),"In this course, you'll walk through installation steps for installing a text editor, installing MAMP or XAMPP (or equivalent) and creating a MySql Database. You'll learn about single table queries and the basic syntax of the SQL language, as well as database design with multiple tables, foreign keys, and the JOIN operation. Lastly, you'll learn to model many-to-many relationships like those needed to represent users, roles, and courses.",Mobile and Web Development,832,693,https://www.coursera.org/learn/intro-sql?specialization=web-applications
COR1760,Machine Learning Modeling Pipelines in Production,"In the third course of Machine Learning Engineering for Production Specialization, you will build models for different serving environments; implement tools and techniques to effectively manage your modeling resources and best serve offline and online inference requests; and use analytics tools and performance metrics to address model fairness, explainability issues, and mitigate bottlenecks.",Machine Learning,4401,2526,https://www.coursera.org/learn/machine-learning-modeling-pipelines-in-production
COR1761,Creative Writing: The Craft of Character,"At the center of a good story are the characters in it. In this course aspiring writers will discover how to build and bring to life complex, vivid and unforgettable characters. We will study the choices a writer makes to bring all characters to life on the page, and we will perform written exercises in order to develop a variety of writing and pre-writing techniques, in order to create a variety of characters. We will learn how to use our own life experiences, and the people we know (and how not to!). We will develop inner (thoughts and feelings) and outer (appearance, habits, behavior) lives for our characters and see how that can lead us to richer and more interesting stories. We will breathe life into our characters and let them surprise us.",Music and Art,1676,974,https://www.coursera.org/learn/craft-of-character?specialization=creative-writing
COR1762,SQL for Data Science with R,Much of the world's data resides in databases. SQL (or Structured Query Language) is a powerful language which is used for communicating with and extracting data from databases. A working knowledge of databases and SQL is a must if you want to become a data scientist.,Data Analysis,867,701,https://www.coursera.org/learn/sql-data-science-r?specialization=applied-data-science-r
COR1763,Java Programming: Solving Problems with Software,"Learn to code in Java and improve your programming and problem-solving skills. You will learn to design algorithms as well as develop and debug programs. Using custom open-source classes, you will write programs that access and transform images, websites, and other types of data. At the end of the course you will build a program that determines the popularity of different baby names in the US over time by analyzing comma separated value (CSV) files. ",Software Development,905,697,https://www.coursera.org/learn/java-programming?specialization=object-oriented-programming
COR1764,Evaluations of AI Applications in Healthcare,"With artificial intelligence applications proliferating throughout the healthcare system, stakeholders are faced with both opportunities and challenges of these evolving technologies. This course explores the principles of AI deployment in healthcare and the framework used to evaluate downstream effects of AI healthcare solutions.",Machine Learning,1752,1153,https://www.coursera.org/learn/evaluations-ai-applications-healthcare?specialization=ai-healthcare
COR1765,Building Batch Data Pipelines on GCP 日本語版,通常、データ パイプラインは、「抽出、読み込み」、「抽出、読み込み、変換」、「抽出、変換、読み込み」のいずれかの枠組みに分類できます。このコースでは、バッチデータではどの枠組みを、どのような場合に使用するのかについて説明します。本コースではさらに、BigQuery、Dataproc 上での Spark の実行、Cloud Data Fusion のパイプラインのグラフ、Dataflow でのサーバーレスのデータ処理など、データ変換用の複数の Google Cloud テクノロジーについて説明します。受講者には、Qwiklabs を使用して Google Cloud でデータ パイプラインのコンポーネントを構築する実践演習を行っていただきます。,Cloud Computing,4149,3513,https://www.coursera.org/learn/batch-data-pipelines-gcp-jp?specialization=gcp-data-machine-learning-jp
COR1766,Infrastructure and Application Modernization with Google Cloud,Many traditional enterprises use legacy systems and applications that often struggle to achieve the scale and speed needed to meet modern customer expectations. Business leaders and IT decision makers constantly have to choose between maintenance of legacy systems and investing in innovative new products and services.,Business Strategy,2880,2850,https://www.coursera.org/learn/google-cloud-product-fundamentals?specialization=digital-transformation-using-ai-ml-with-google-cloud
COR1767,3D Model Creation with Autodesk Fusion 360,"Design is the first phase in the digital manufacturing process. In this course, through a series of lectures and hands-on lessons, we’ll examine a designer’s approach to the design and manufacturing process—from concept to 3D model. We’ll start by applying design thinking to understand user needs, and then we’ll explore design criteria as we dive deeper into Autodesk® Fusion 360™ sketching, modeling, rendering, and documentation features.",Mechanical Engineering,698,463,https://www.coursera.org/learn/3d-model-creation-fusion-360?specialization=cad-design-digital-manufacturing
COR1768,Natural Language Processing with Sequence Models,"In Course 3 of the Natural Language Processing Specialization, you will:",Machine Learning,3916,2080,https://www.coursera.org/learn/sequence-models-in-nlp
COR1936,Strategic Planning and Execution,"Avoid the pitfalls of strategy planning and execution with the tools and skills from this course. In this course, developed at the Darden School of Business at the University of Virginia and taught by top-ranked faculty, you'll learn the pillars of strategy execution--analysis, formulation, and implementation--and how to use the 4A model to effectively approach strategy execution. Finally, a panel of leaders from entrepreneurs, nonprofits, and industry, share their expertise gleaned from years of successful strategy planning and execution.",Business Strategy,2967,1714,https://www.coursera.org/learn/uva-darden-strategic-planning-execution?specialization=business-strategy
COR1937,"C++ For C Programmers, Part B",This course is for experienced C programmers who want to program in C++. The examples and exercises require a basic understanding of algorithms and object-oriented software.,Software Development,1543,1111,https://www.coursera.org/learn/c-plus-plus-b?specialization=coding-for-everyone
COR1769,IoT Devices,"The Internet of Things (IoT) stands to be the next revolution in computing. Billions of data-spouting devices connected to the Internet are already fundamentally changing the way we live and work. This course teaches a deep understanding of IoT technologies from the ground up. Students will learn IoT device programming (Arduino and Raspberry Pi), sensing and actuating technologies, IoT protocol stacks (Zigbee, 5G, NFC, MQTT, etc), networking backhaul design and security enforcement, data science for IoT, and cloud-based IoT platforms such as AWS IoT. As an optional honors avtivity, students will be guided through laboratory assignments designed to give them practical real-world experience, where they will deploy a distributed wifi monitoring service, a cloud-based IoT service platform serving tens of thousands of heartbeat sensors, and more. Students will emerge from the class with a cutting-edge education on this rapidly emerging technology segment, and with the confidence to carry out tasks they will commonly encounter in industrial settings. Important: To complete the practical part of the whole series (honors) there will be practical experimentation using actual hardware, which you will need to acquire. (Cost may vary between 100 and 200 USD depending on your location). Most parts that are needed for the first course, will be re-used in the following courses.",Mobile and Web Development,3426,2099,https://www.coursera.org/learn/iot-devices-il?specialization=uiuc-iot
COR1770,Digital Product Management: Modern Fundamentals,"Not so long ago, the job of product manager was about assessing market data, creating requirements, and managing the hand-off to sales/marketing. Maybe you’d talk to a customer somewhere in there and they’d tell you what features they wanted. But companies that manage product that way are dying.",Leadership and Management,3868,3234,https://www.coursera.org/learn/uva-darden-digital-product-management
COR1771,Pro Tools Basics,"Producing music is an incredibly creative process, and knowing the tools of the trade is essential in order to transmit the musical ideas in your head into the DAW in a creative and uninhibited way.  Whether you have used a computer to create music before, or you have been curious about production for years, this 4-week course will give you an introductory look into the world of Avid Pro Tools and Pro Tools First.",Music and Art,122,68,https://www.coursera.org/learn/protools?specialization=business-music-production
COR1772,GIS Data Acquisition and Map Design,"In this course, you will learn how to find GIS data for your own projects, and how to create a well-designed map that effectively communicates your message. The first section focuses on the basic building blocks of GIS data, so that you know what types of GIS files exist, and the implications of choosing one type over another. Next, we'll discuss metadata (which is information about a data set) so you know how to evaluate a data set before you decide to use it, as well as preparing data by merging and clipping files as needed. We'll then talk about how to take non-GIS data, such as a list of addresses, and convert it into mappable data using geocoding. Finally, you'll learn about how to take data that you have found and design a map using cartographic principles. In the course project, you will find your own data and create your own quantitative map.",Environmental Science and Sustainability,4640,4568,https://www.coursera.org/learn/gis-data-acquisition-map-design?specialization=gis-mapping-spatial-analysis
COR1773,Challenges of Leading Technical Teams,"Great Leaders lead by example. They protect their team members, empower them, and help them to improve and grow while the team members, in turn, help the organization improve and grow. Working together with the team, they envision what the organization could be and inspire others to help execute the strategy that will take them there. Many times, they see their team members as more of a family than simply as business acquaintances.",Personal Development,3559,3554,https://www.coursera.org/learn/challenges-of-leading-technical-teams?specialization=principles-of-leadership-leading-technical-teams
COR1774,Word Forms and Simple Present Tense,"In this course, “Word Forms and Simple Present Tense,” you will learn about different word forms, like nouns, proper nouns, plural forms and singular forms. You will learn when to use the articles “a” and “an.” You will also learn about the BE verb in English, how to form it and when to use it. Then you will learn how to form other verbs in the simple present, including some spelling rules, and how to make negative forms.",Learning English,1975,1076,https://www.coursera.org/learn/word-forms-simple-present-tense
COR1775,Smart Contracts,"This second course of the Blockchain specialization will help you design, code, deploy and execute a smart contract – the computational element of the blockchain technology. Smart contracts allow for implementing user-defined operations of arbitrary complexity that are not possible through plain cryptocurrency protocols. They allow users to implement conditions, rules and policies of the domain applications. Smart contracts are a powerful feature that, when properly designed and coded, can result in autonomous, efficient and transparent systems. ",Software Development,3404,2776,https://www.coursera.org/learn/smarter-contracts?specialization=blockchain
COR1776,Writing and Editing: Structure and Organization,"This second course in the Good with Words: Writing and Editing series will help you become an effective architect of information, both with your sentences and with your paragraphs. You’ll learn that the traditional advice to “Show, don’t tell” is incomplete and that skilled writers actually switch back and forth between showing and telling.",Personal Development,364,258,https://www.coursera.org/learn/writing-editing-structure?specialization=good-with-words
COR1777,Linux Basics: The Command Line Interface - 6,"This course will introduce you to Linux, a powerful operating system used by most professional developers!",Software Development,846,835,https://www.coursera.org/learn/linux-basics-the-command-line-interface?specialization=c-programming-linux
COR1778,Consulting Presentations and Storytelling,"This is the #5 course in the specialization on management consulting. In the previous 4 courses, we’ve learned how consultants break down problems with tools and logical thinking. Now, it’s time to bring all the parts together into consulting-quality presentations and deliverables. Every consulting project is different, and yet, the final presentation will have many of the same elements:",Business Strategy,3624,2961,https://www.coursera.org/learn/management-consulting-presentations?specialization=managementconsulting
COR1938,Drug Development,"The University of California San Diego, Skaggs School of Pharmacy and Pharmaceutical Sciences Drug Development course brings you lectures from both faculty and industry experts.   With this course, recorded on campus at UCSD, we seek to share our access to top people in the field who bring an unprecedented range of expertise on drug development.  ",Research,3610,2114,https://www.coursera.org/learn/drug-development?specialization=drug-development-product-management
COR1779,Spanish Vocabulary Project,"In this course, we'll imagine that you are applying for an all-expenses paid, educational trip to a Spanish-speaking nation of your choice. You'll introduce yourself to a host family that you'll be staying with, research the rich culture and history of the place you intend to visit and compare it with your own country, and plan out an itinerary of places you plan to see, and things you plan to do and experience while visiting. In addition, you'll summarize the key points of your written report in an oral presentation. This course is challenging and is meant to test everything you've learned in the Spanish Vocabulary specialization. It will provide you an excellent way in which to test what you know and what you still need to work on in your Spanish learning journey.",Other Languages,567,523,https://www.coursera.org/learn/spanish-vocabulary-project?specialization=learn-spanish
COR1780,Music Business Foundations,"This course has been developed to provide students with the latest instruction on the best way for creators, consumers, and facilitators to navigate the resurgence of one of the world’s most exciting industries: the music business. Three things are clear about today’s music industry: The consumption of music is expanding at the greatest rate in history and from the most portals ever imagined, the cost of producing music is decreasing, and the number of artists creating and seeking to expose their work and develop careers through the Internet has increased dramatically. Whether you’re a music creator, consumer, or facilitator of this process, you’ll want to understand the history, underpinnings, and basics of the music business. Course author John Kellogg—administrator, educator, entertainment lawyer, performer, and radio and television personality—offers students the opportunity to learn the fundamental principles of the developing new music business, for now and into the future.",Music and Art,1285,906,https://www.coursera.org/learn/music-business-foundations?specialization=music-business
COR1781,Introduction to Food and Our Environment,"This course is designed to help learners around the world become more sustainable eaters. Course videos can be watched in any order. Feel free to explore special areas of interest by skipping ahead and coming back to less familiar topics at a later stage. Together, we’ll explore key topics, like how food production impacts the environment and why meat production and protein consumption are often at the center of the debate around sustainability. We’ll introduce the pros and cons of different kinds of agriculture, fishing and food packaging, with a focus on how we can make more environmentally friendly decisions on a daily basis. We’ll also look ahead and explore some of the technology innovations that could become increasingly important as we look at the future of food for a growing global population. If this is the first course you’ve ever taken on food and sustainable eating, you’ll come away with concrete tips for how you can make food choices that will protect the world we hand over to the next generation. Our planet needs many people making small changes in the right direction and we’re here to help with that. If you’re an expert in food sustainability, we hope to offer you some tools that could help you to communicate key messages to others in simple, digestible ways. Whatever your level, we hope you’ll join this discussion as we explore, together, the ways in which we can all become more sustainable eaters.",Nutrition,1670,1044,https://www.coursera.org/learn/food-sustainability-environment-planet-health?specialization=food-sustainability-mindful-eating-healthy-cooking
COR1782,CAPSTONE: Your Leadership Challenge,Welcome to the capstone project course in the Coursera Inspirational Leadership Specialization! ,Leadership and Management,4390,4012,https://www.coursera.org/learn/leadership-challenge?specialization=inspirational-leadership
COR1783,"Everyday Excel, Part 3 (Projects)","Everyday Excel, Part 3 (Projects) is a continuation of Everyday Excel, Parts 1 and 2.  It is a capstone, projects-based course in which you will apply what you've learned previously to more complex, somewhat open-ended projects (open-ended with respect to the fact that they can be solved in multiple ways).",Algorithms,804,647,https://www.coursera.org/learn/everyday-excel-projects?specialization=everyday-excel
COR1784,Razonamiento artificial,"El razonamiento formal juega un papel importante en la inteligencia artificial. Hay dos maneras principales de formalizar razonamiento: una que enfatiza la deducción (lógica), y otra que enfatiza la incertidumbre (teoría de la probabilidad). En este curso vamos a cubrir una introducción tanto a la lógica (vamos a cubrir tres lógicas) como a la teoría de la probabilidad (vamos a cubrir tres modelos gráficos probabilísticos). ",Algorithms,4035,3382,https://www.coursera.org/learn/razonamiento-artificial?specialization=inteligencia-artificial
COR1785,Portfolio Selection and Risk Management,"When an investor is faced with a portfolio choice problem, the number of possible assets and the various combinations and proportions in which each can be held can seem overwhelming. In this course, you’ll learn the basic principles underlying optimal portfolio construction, diversification, and risk management. You’ll start by acquiring the tools to characterize an investor’s risk and return trade-off. You will next analyze how a portfolio choice problem can be structured and learn how to solve for and implement the optimal portfolio solution. Finally, you will learn about the main pricing models for equilibrium asset prices.",Finance,421,230,https://www.coursera.org/learn/portfolio-selection-risk-management?specialization=investment-portolio-management
COR1786,Medical Terminology II,"This is the second course of the Medical Terminology specialization. It builds on the basic concepts of medical terminology with the introduction of new roots, terms, and abbreviations specific to the endocrine system (hormones). The body's transportation and defense systems (cardiovascular, blood, and lymphatic) will also be covered as well as the respiratory system (lungs).",Basic Science,415,245,https://www.coursera.org/learn/medicalterminology-2?specialization=medicalterminology
COR1787,Custom and Distributed Training with TensorFlow,"In this course, you will:",Machine Learning,617,575,https://www.coursera.org/learn/custom-distributed-training-with-tensorflow?specialization=tensorflow-advanced-techniques
COR1788,Advanced Data Science Capstone,"This project completer has proven a deep understanding on massive parallel data processing, data exploration and visualization, advanced machine learning and deep learning and how to apply his knowledge in a real-world practical use case where he justifies architectural decisions, proves understanding the characteristics of different algorithms, frameworks and technologies and how they impact model performance and scalability. ",Machine Learning,1519,944,https://www.coursera.org/learn/advanced-data-science-capstone?specialization=advanced-data-science-ibm
COR1789,Reinforcement Learning in Finance,"This course aims at introducing the fundamental concepts of Reinforcement Learning (RL), and develop use cases for applications of RL for option valuation, trading, and asset management. ",Machine Learning,1447,760,https://www.coursera.org/learn/reinforcement-learning-in-finance?specialization=machine-learning-reinforcement-finance
COR1790,Business English: Networking,"This course begins with a welcome message and an overview of the Specialization. After this introduction, you will be asked to take a proficiency test to see if this course is right for you. ",Learning English,4257,3925,https://www.coursera.org/learn/business-english-intro?specialization=business-english
COR1791,AI Workflow: AI in Production,"This is the sixth course in the IBM AI Enterprise Workflow Certification specialization.   You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.    ",Machine Learning,4337,2667,https://www.coursera.org/learn/ibm-ai-workflow-ai-production?specialization=ibm-ai-workflow
COR1792,Web3 and Blockchain Leadership for Transformation,"For most of the last century, critical advances in technology were happening inside large, well-funded industrial R&D machines that dotted the Western world. Today’s landscape, however, is very different. Even the largest and most sophisticated corporate leaders can no longer dominate their fields or dictate the pace of development. With companies across sectors seeking to harness the transformative potential of blockchain technologies, the blockchain ecosystem is an exemplar of new models of industry collaboration. ",Leadership and Management,604,503,https://www.coursera.org/learn/web3-and-blockchain-leadership-for-transformation?specialization=web3-blockchain-global-commerce
COR1793,Fundamentals of Immunology: Death by Friendly Fire,Course 3 of a three course specialization called Fundamentals of Immunology. Each course in the specialization presents material that builds on the previous course's material.,Basic Science,1992,1751,https://www.coursera.org/learn/immunology-friendlyfire?specialization=immunology
COR1794,Coaching Conversations,"Throughout the Coaching Skills for Managers specialization, we’ve discussed many topics for improving coaching conversations with our employees. It is now time to put all of that theory and discussion into practice and examine great examples of common coaching conversations!",Leadership and Management,2638,2138,https://www.coursera.org/learn/coaching-conversations?specialization=coaching-skills-manager
COR1795,Machine Learning: an overview,"The course provides a general overview of the main methods in the machine learning field. Starting from a taxonomy of the different problems that can be solved through machine learning techniques, the course briefly presents some algorithmic solutions, highlighting when they can be successful, but also their limitations. These concepts will be explained through examples and case studies.",Data Management,4977,3696,https://www.coursera.org/learn/machine-learning-overview?specialization=artificial-intelligence-overview
COR1796,Trading Basics,The purpose of this course is to equip you with the knowledge required to comprehend the financial statements of a company and understand the various transactions that take place in the stock market so that you can replicate the strategies discovered by the extant academic literature.,Finance,3558,2326,https://www.coursera.org/learn/trading-basics?specialization=trading-strategy
COR1797,Seeing Through Photographs,"Taking, sharing, and viewing photographs has become second nature for many of us. Given our near-constant engagement with images this course will help you dig into the meaning of pictures and reconsider photography’s role in our visual culture. This course aims to address the gap between seeing and truly understanding photographs by introducing a diversity of ideas, approaches, and technologies that inform their making. ",Music and Art,1617,1071,https://www.coursera.org/learn/photography?specialization=modern-contemporary-art-design
COR1798,Computational Social Science Methods,"This course gives you an overview of the current opportunities and the omnipresent reach of computational social science. The results are all around us, every day, reaching from the services provided by the world’s most valuable companies, over the hidden influence of governmental agencies, to the power of social and political movements. All of them study human behavior in order to shape it. In short, all of them do social science by computational means.",Data Analysis,2610,1358,https://www.coursera.org/learn/computational-social-science-methods?specialization=computational-social-science-ucdavis
COR1799,Natural Language Processing with Classification and Vector Spaces,"In Course 1 of the Natural Language Processing Specialization, you will:   ",Machine Learning,2648,1606,https://www.coursera.org/learn/classification-vector-spaces-in-nlp
COR1800,Advanced Algorithms and Complexity,"In previous courses of our online specialization you've learned the basic algorithms, and now you are ready to step into the area of more complex problems and algorithms to solve them. Advanced algorithms build upon basic ones and use new ideas. We will start with networks flows which are used in more typical applications such as optimal matchings, finding disjoint paths and flight scheduling as well as more surprising ones like image segmentation in computer vision. We then proceed to linear programming with applications in optimizing budget allocation, portfolio optimization, finding the cheapest diet satisfying all requirements and many others. Next we discuss inherently hard problems for which no exact good solutions are known (and not likely to be found) and how to solve them in practice. We finish with a soft introduction to streaming algorithms that are heavily used in Big Data processing. Such algorithms are usually designed to be able to process huge datasets without being able even to store a dataset.",Algorithms,1769,1328,https://www.coursera.org/learn/advanced-algorithms-and-complexity?specialization=data-structures-algorithms
COR1801,Introduction to Programming with MATLAB,"This course teaches computer programming to those with little to no previous experience. It uses the programming system and language called MATLAB to do so because it is easy to learn, versatile and very useful for engineers and other professionals. MATLAB is a special-purpose language that is an excellent choice for writing moderate-size programs that solve problems involving the manipulation of numbers. The design of the language makes it possible to write a powerful program in a few lines. The problems may be relatively complex, while the MATLAB programs that solve them are relatively simple: relative, that is, to the equivalent program written in a general-purpose language, such as C++ or Java. As a result, MATLAB is being used in a wide variety of domains from the natural sciences, through all disciplines of engineering, to finance, and beyond, and it is heavily used in industry. Hence, a solid background in MATLAB is an indispensable skill in today’s job market.",Software Development,4877,4184,https://www.coursera.org/learn/matlab
COR1939,Introduction to Software Engineering,"If you are curious to learn more about the field of software engineering, this course is for you. No prior knowledge or qualification in programming or software development is necessary. Software Engineers are in great demand and now is a great time to learn more about this exciting career path.  ",Software Development,1349,1264,https://www.coursera.org/learn/introduction-to-software-engineering
COR1802,Introduction to Spreadsheets and Models,"The simple spreadsheet is one of the most powerful data analysis tools that exists, and it’s available to almost anyone. Major corporations and small businesses alike use spreadsheet models to determine where key measures of their success are now, and where they are likely to be in the future. But in order to get the most out of a spreadsheet, you have the know-how to use it. This course is designed to give you an introduction to basic spreadsheet tools and formulas so that you can begin harness the power of spreadsheets to map the data you have now and to predict the data you may have in the future. Through short, easy-to-follow demonstrations, you’ll learn how to use Excel or Sheets so that you can begin to build models and decision trees in future courses in this Specialization. ",Business Essentials,1082,941,https://www.coursera.org/learn/wharton-introduction-spreadsheets-models
COR1803,Launching into Machine Learning,"The course begins with a discussion about data: how to improve data quality and perform exploratory data analysis. We describe Vertex AI AutoML and how to build, train, and deploy an ML model without writing a single line of code. You will understand the benefits of Big Query ML. We then discuss how to optimize a machine learning (ML) model and how generalization and sampling can help assess the quality of ML models for custom training.",Machine Learning,1392,1140,https://www.coursera.org/learn/launching-machine-learning?specialization=machine-learning-tensorflow-gcp
COR1804,"Modern Robotics, Course 3:  Robot Dynamics",Do you want to know how robots work?  Are you interested in robotics as a career?  Are you willing to invest the effort to learn fundamental mathematical modeling techniques that are used in all subfields of robotics?,Mechanical Engineering,2791,1430,https://www.coursera.org/learn/modernrobotics-course3?specialization=modernrobotics
COR1805,An Introduction to Interactive Programming in Python (Part 2),"This two-part course is designed to help students with very little or no computing background learn the basics of building simple interactive applications. Our language of choice, Python, is an easy-to learn, high-level computer language that is used in many of the computational courses offered on Coursera. To make learning Python easy, we have developed a new browser-based programming environment that makes developing interactive applications in Python simple. These applications will involve windows whose contents are graphical and respond to buttons, the keyboard and the mouse.",Software Development,2418,1666,https://www.coursera.org/learn/interactive-python-2?specialization=computer-fundamentals
COR1806,Algorithmic Thinking (Part 2),"Experienced Computer Scientists analyze and solve computational problems at a level of abstraction that is beyond that of any particular programming language.  This two-part class is designed to train students in the mathematical concepts and process of Algorithmic Thinking, allowing them to build simpler, more efficient solutions to computational problems.",Software Development,1748,1119,https://www.coursera.org/learn/algorithmic-thinking-2?specialization=computer-fundamentals
COR1807,Reproducible Research,"This course focuses on the concepts and tools behind reporting modern data analyses in a reproducible manner. Reproducible research is the idea that data analyses, and more generally, scientific claims, are published with their data and software code so that others may verify the findings and build upon them.  The need for reproducibility is increasing dramatically as data analyses become more complex, involving larger datasets and more sophisticated computations. Reproducibility allows for people to focus on the actual content of a data analysis, rather than on superficial details reported in a written summary. In addition, reproducibility makes an analysis more useful to others because the data and code that actually conducted the analysis are available. This course will focus on literate statistical analysis tools which allow one to publish data analyses in a single document that allows others to easily execute the same analysis to obtain the same results.",Data Analysis,2506,1564,https://www.coursera.org/learn/reproducible-research?specialization=data-science-foundations-r
COR1808,Key Concepts in Organizational DE&I,"Key Concepts in Organizational DE&I is the second course of a four-course series and explores the foundational principles of DE&I and how they often impact decision-making within organizations. While these concepts are common, this course presents them through the unique lens of an equal opportunity professional with experience resolving complaints of discrimination and delivering DE&I programming to influence organizational culture and policy.",Leadership and Management,2386,1270,https://www.coursera.org/learn/key-concepts-in-organizational-dei?specialization=organizational-leadership-in-diversity-equity-and-inclusion
COR1809,Introduction to Microsoft Azure Cloud Services,"Whether you're just beginning to work with the cloud or you already have cloud experience and are new to Microsoft Azure, this course provides you with everything you need to get started. It introduces you to Microsoft Azure core concepts and services. You’ll learn the basics of cloud computing, its advantages, and how to choose the right Microsoft Azure solution for different business scenarios. You’ll use the Microsoft Azure portal and a sandbox to create and test Microsoft Azure resources at no cost to you. You don’t need to write code or have scripting skills to do this.",Cloud Computing,340,339,https://www.coursera.org/learn/microsoft-azure-cloud-services?specialization=microsoft-azure-fundamentals-az-900
COR1810,Cost and Economics in Pricing Strategy,"How much should you charge for your products and services? Traditionally, businesses have answered this question based on the cost to produce or provide their goods and services. This course shows you the economic factors behind pricing based on cost and the pros and cons of a cost-based pricing approach. Developed at the Darden School of Business at the University of Virginia, and led by top-ranked Darden faculty and Boston Consulting Group global pricing experts, the course provides the practical and research-based models and methods you need to set prices that maximize your profits. ",Marketing,4374,2637,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-cost-economics
COR1811,Mathematics for Engineers: The Capstone Course,"Mathematics for Engineers: The Capstone Course provides a capstone project for students who are completing the Mathematics for Engineers specialization. Students will first learn some basic concepts in computational fluid dynamics, and then apply these concepts to compute the fluid flow around a cylinder.   Access to MATLAB online and the MATLAB grader is given to all students who enroll.  ",Math and Logic,2696,2691,https://www.coursera.org/learn/mathematics-engineers-capstone?specialization=mathematics-engineers
