CourseId,Title,Category,Total_enrollment,Total_Completions,completion_rate
COR1930,The Art of Music Production,Music and Art,3990,2597,65.08771929824562
COR1484,AI Strategy and Governance,Machine Learning,2362,1230,52.07451312447079
COR1485,Digital Product Management: Modern Fundamentals,Leadership and Management,953,688,72.19307450157397
COR1486,Negotiation skills: Negotiate and resolve conflict,Business Essentials,4321,3533,81.7634806757695
COR1487,Managing Big Data with MySQL,Data Analysis,2769,1660,59.94944023113037
COR1488,"Journalism, the future, and you!",Music and Art,1127,1033,91.65927240461403
COR1489,Experiencing Design: Deepening Your Design Thinking Practice,Business Strategy,1553,1342,86.41339343206697
COR1490,Successful Presentation,Business Essentials,244,170,69.67213114754098
COR1491,Getting Started with Data Visualization in R,Data Analysis,782,533,68.15856777493606
COR1492,Java Programming: Solving Problems with Software,Software Development,3996,3195,79.95495495495496
COR1493,Simple Past Tense,Learning English,1211,1122,92.65070189925682
COR1494,"Big Data, Artificial Intelligence, and Ethics",Data Analysis,1207,990,82.0215410107705
COR1495,Supply Chain Analytics,Business Essentials,3472,1949,56.134792626728114
COR1496,"Smart Analytics, Machine Learning, and AI on Google Cloud",Cloud Computing,1190,766,64.36974789915966
COR1497,Blockchain and Business,Business Essentials,138,77,55.79710144927537
COR1498,Leading Positive Change through Appreciative Inquiry,Leadership and Management,3310,2466,74.50151057401813
COR1499,"Negotiation, Mediation, and Conflict Resolution - Capstone Project",Leadership and Management,475,336,70.73684210526315
COR1500,Strategy Formulation,Business Strategy,3001,1858,61.912695768077306
COR1501,Recording in Journals & Posting in Ledgers,Finance,2551,1719,67.38533908271266
COR1502,Competitive Strategy and Organization Design Project,Business Strategy,4306,2385,55.38783093358105
COR1503,Enterprise Systems,Support and Operations,3554,2586,72.76308384918401
COR1504,Success,Personal Development,4990,3684,73.82765531062124
COR1505,Bayesian Statistics: From Concept to Data Analysis,Probability and Statistics,2890,2266,78.4083044982699
COR1506,Access Control Concepts,Security,2563,2232,87.08544674209911
COR1507,Advanced Data Structures in Java,Algorithms,3855,2759,71.56939040207523
COR1508,Qualitative Data Collection Methods,Health Informatics,2475,1719,69.45454545454545
COR1509,"Unsupervised Learning, Recommenders, Reinforcement Learning",Machine Learning,4672,3285,70.3125
COR1510,Introduction to Business Analytics: Communicating with Data ,Leadership and Management,1385,1376,99.35018050541517
COR1511,Network Defense Essentials (NDE),Security,512,301,58.7890625
COR1512,Mastering the Software Engineering Interview,Software Development,270,251,92.96296296296296
COR1513,SQL for Data Science,Data Analysis,2128,1251,58.787593984962406
COR1514,Derivatives - Options & Futures,Finance,1775,1267,71.38028169014085
COR1515,Digital Signal Processing 1: Basic Concepts and Algorithms,Electrical Engineering,406,322,79.3103448275862
COR1516,Finance for Managers,Finance,2766,1530,55.31453362255966
COR1517,Mandarin Chinese 3: Chinese for Beginners,Other Languages,4906,4723,96.26987362413372
COR1518,Innovating with Data and Google Cloud,Cloud Computing,2549,2251,88.30914083954492
COR1519,Creating Sounds for Electronic Music,Music and Art,3470,2350,67.72334293948127
COR1520,Qualitative Research,Marketing,489,433,88.5480572597137
COR1521,Quantitative Foundations for International Business,Business Essentials,1066,848,79.54971857410882
COR1522,Project Management: Beyond planning and control,Leadership and Management,2980,2686,90.13422818791946
COR1523,"Imagery, Automation, and Applications",Environmental Science and Sustainability,1357,755,55.63743551952837
COR1524,3D Printing Software,Entrepreneurship,118,97,82.20338983050848
COR1525,Business English: Basics,Learning English,3640,2088,57.36263736263736
COR1526,Python Basics,Software Development,4065,3141,77.26937269372694
COR1527,"Conversations That Inspire: Coaching Learning, Leadership and Change",Leadership and Management,1308,1226,93.7308868501529
COR1528,Corporate Strategy,Business Strategy,1542,1288,83.52788586251621
COR1529,Introduction to Python for Cybersecurity ,Security,1588,1221,76.88916876574308
COR1530,Preparing for AI-900: Microsoft Azure AI Fundamentals exam,Machine Learning,1713,1363,79.56800934033859
COR1531,"Cloud Virtualization, Containers and APIs",Cloud Computing,4727,4182,88.47048868203935
COR1532,Tools for Exploratory Data Analysis in Business,Data Analysis,2309,1634,70.76656561281939
COR1533,Feature Engineering,Machine Learning,2503,1998,79.82421094686376
COR1534,Leading People and Teams Capstone,Leadership and Management,821,803,97.80755176613886
COR1535,Developing a Leadership Framework,Leadership and Management,2349,1625,69.17837377607493
COR1536,Converter Control,Electrical Engineering,4005,2745,68.53932584269663
COR1537,Copyright Law,Law,1327,1006,75.81009796533534
COR1538,Version Control,Mobile and Web Development,1349,1010,74.8702742772424
COR1539,Inheritance and Data Structures in Java,Software Development,1902,1010,53.10199789695058
COR1540,Business Strategies for Social Impact,Business Strategy,2712,1812,66.8141592920354
COR1541,Command Line Tools for Genomic Data Science,Data Analysis,2476,2397,96.80936995153473
COR1542,Build Basic Generative Adversarial Networks (GANs),Machine Learning,1145,831,72.5764192139738
COR1543,Supply Chain Analytics Essentials,Business Essentials,3362,1694,50.386674598453304
COR1544,"Modern Robotics, Course 2:  Robot Kinematics",Mechanical Engineering,2909,2675,91.95599862495702
COR1545,Python for Active Defense,Security,2087,1313,62.91327264015333
COR1546,Essentials of Palliative Care,Patient Care,2399,1305,54.39766569403919
COR1547,Mindfulness in Integrative Healthcare,Research,2030,1300,64.03940886699507
COR1548,Python and Machine Learning for Asset Management ,Finance,1717,982,57.19277810133955
COR1549,Essential Epidemiologic Tools for Public Health Practice,Public Health,2088,1215,58.189655172413794
COR1550,La gestión de personas y equipos,Leadership and Management,2363,2131,90.1819720694033
COR1551,Digital Transformation of Financial Services - Capstone Project,Business Strategy,4584,4465,97.40401396160559
COR1552,Transformational Leadership for Inclusive Innovation,Business Essentials,4812,4476,93.01745635910224
COR1553,Getting Started With Application Development,Software Development,4863,4841,99.54760435944891
COR1554,Managing an Agile Team,Design and Product,638,510,79.9373040752351
COR1555,Organisational behaviour: Know your people,Leadership and Management,4706,3225,68.52953676158096
COR1556,What is Data Science? ,Data Analysis,3633,3361,92.51307459399945
COR1557,Managing Debt,Personal Development,390,319,81.7948717948718
COR1558,Concept Art for Video Games,Music and Art,3061,2690,87.87977785037569
COR1559,Optimizing Diversity on Teams,Leadership and Management,2307,1162,50.36844386649329
COR1560,Object-Oriented Data Structures in C++,Software Development,1130,978,86.54867256637168
COR1561,Animation with JavaScript and jQuery,Mobile and Web Development,2072,2040,98.45559845559846
COR1562,Summary Statistics in Public Health ,Public Health,2341,2237,95.55745407945324
COR1563,Bayesian Statistics: Mixture Models,Data Analysis,3073,1589,51.70842824601367
COR1564,"Introduction to Data, Signal, and Image Analysis with MATLAB",Data Analysis,2276,1221,53.646748681898075
COR1565,CUDA Advanced Libraries,Algorithms,3523,3128,88.78796480272496
COR1566,Project Execution and Control,Leadership and Management,1945,1072,55.11568123393317
COR1567,Gestión del canal de distribución y retailing    ,Marketing,3029,2315,76.42786398151205
COR1568,Advanced Data Visualization with R,Data Analysis,4309,2786,64.65537247621258
COR1569,Apply Generative Adversarial Networks (GANs),Machine Learning,2153,2140,99.39619136089178
COR1570,Leading transformations: Manage change,Leadership and Management,3311,2403,72.57626094835398
COR1571,Excel Skills for Business: Advanced,Business Essentials,3599,1942,53.95943317588219
COR1572,Competitive Strategy,Business Strategy,2607,2132,81.77982355197545
COR1573,Introduction to Financial Engineering and Risk Management,Finance,2777,2746,98.8836874324811
COR1574,Integral Calculus and Numerical Analysis for Data Science,Math and Logic,4158,3168,76.19047619047619
COR1575,Term-Structure and Credit Derivatives ,Finance,3794,3760,99.10384818133896
COR1576,Administración de Proyectos Project,Leadership and Management,2311,1784,77.19601903937689
COR1577,Computational Social Science Capstone Project,Data Analysis,926,918,99.13606911447084
COR1578,Think Again III: How to Reason Inductively,Philosophy,2539,1982,78.06222922410397
COR1579,"Writing, Running, and Fixing Code in C",Software Development,2841,2143,75.43118620204153
COR1580,Cybersecurity Capstone Project,Computer Security and Networks,4964,4687,94.41982272361
COR1581,Finance of Mergers and Acquisitions: Valuation and Pricing,Finance,1975,1864,94.37974683544303
COR1582,Intelligent Machining,Mechanical Engineering,3799,3464,91.18188997104501
COR1583,Developing an Agile Team,Leadership and Management,2018,1197,59.316154608523284
COR1584,Plant Bioinformatics Capstone,Research Methods,4715,4568,96.88229056203606
COR1585,Brand and Product Management,Marketing,2561,2542,99.25810230378758
COR1586,Ethical Hacking Essentials (EHE),Security,200,198,99.0
COR1587,"Response Surfaces, Mixtures, and Model Building",Probability and Statistics,2538,2442,96.2174940898345
COR1588,"Python Project: pillow, tesseract, and opencv",Software Development,2160,1827,84.58333333333333
COR1589,Infonomics II: Business Information Management and Measurement,Business Strategy,2596,1466,56.47149460708783
COR1590,Data Science with R - Capstone Project,Data Analysis,1881,1810,96.2254120148857
COR1591,Credit Risk Management: Frameworks and Strategies,Finance,4861,4618,95.00102859493931
COR1592,Introduction to Genomic Technologies,Data Analysis,4205,2681,63.757431629013084
COR1593,A Complete Reinforcement Learning System (Capstone),Machine Learning,824,553,67.1116504854369
COR1594,Engineering Project Management: Initiating and Planning,Leadership and Management,2013,1813,90.06458022851466
COR1595,Engineering Practices for Building Quality Software,Software Development,3534,3464,98.0192416525184
COR1596,Capstone: Build a Winning Investment Portfolio,Finance,4502,3527,78.34295868502888
COR1597,Safety in the Utility Industry ,Electrical Engineering,4876,3594,73.70795734208367
COR1598,AI Workflow: Feature Engineering and Bias Detection,Machine Learning,3576,2671,74.69239373601789
COR1599,Database Management Essentials,Software Development,4657,3595,77.1956194975306
COR1600,Jazz Improvisation,Music and Art,139,137,98.56115107913669
COR1601,"Providing Social, Emotional, Behavioral, and Special Education Services in School",Public Health,1475,1123,76.13559322033898
COR1602,Practical Machine Learning,Machine Learning,1080,634,58.7037037037037
COR1603,Salesforce Basics,Business Essentials,104,72,69.23076923076923
COR1604,Design and Implementation of Digital Health Interventions ,Animal Health,427,322,75.40983606557377
COR1605,"Healthcare Data Security, Privacy, and Compliance",Patient Care,769,703,91.41742522756827
COR1606,FinTech Security and Regulation (RegTech),Finance,1062,713,67.13747645951035
COR1607,3D Reconstruction - Multiple Viewpoints,Algorithms,2179,1203,55.208811381367596
COR1608,Manufacturing Process with Autodesk Fusion 360,Mechanical Engineering,599,406,67.779632721202
COR1609,Business Analytics Capstone,Data Analysis,1430,1023,71.53846153846153
COR1610,Organization Planning and Development for the 6 σ Black Belt,Leadership and Management,3778,2483,65.72260455267337
COR1611,Framework for Data Collection and Analysis,Data Analysis,3887,2702,69.5137638281451
COR1612,Foundations for Big Data Analysis with SQL,Data Analysis,3112,1793,57.61568123393316
COR1613,Grammar and Punctuation,Learning English,488,466,95.49180327868852
COR1614,"Anatomy: Cardiovascular, Respiratory and Urinary Systems",Basic Science,1586,1324,83.48045397225725
COR1615,Introduction to Cyber Attacks,Computer Security and Networks,1589,1153,72.5613593455003
COR1616,Business Metrics for Data-Driven Companies,Data Analysis,4108,2686,65.38461538461539
COR1617,"Teach English Now! Second Language Reading, Writing, and Grammar ",Learning English,1729,872,50.43377674956623
COR1618,Product Cost and Investment Cash Flow Analysis ,Leadership and Management,4795,3467,72.30448383733055
COR1619,Intellectual Property in the Healthcare Industry,Healthcare Management,3282,2293,69.8659354052407
COR1620,"Java Programming: Arrays, Lists, and Structured Data",Software Development,3457,2951,85.36303153022851
COR1621,Marketing estratégico: claves para competir con éxito,Marketing,1604,1111,69.2643391521197
COR1622,Channel Management and Retailing ,Marketing,1682,1502,89.29845422116529
COR1623,Design Thinking: Insights to Inspiration ,Business Strategy,3708,3228,87.05501618122977
COR1624,Accounting: Principles of Financial Accounting,Finance,953,497,52.1511017838405
COR1625,Databases and SQL for Data Science with Python,Data Analysis,3571,2477,69.36432371884626
COR1626,Innovating with the Business Model Canvas,Leadership and Management,2355,2114,89.76645435244161
COR1627,Structuring Machine Learning Projects,Data Analysis,2337,2247,96.14890885750962
COR1628,Developing An Entrepreneurial Mindset: First Step Towards Success ,Entrepreneurship,4656,3890,83.54810996563575
COR1629,Python Classes and Inheritance,Software Development,181,143,79.00552486187846
COR1630,"Engineering Project Management: Scope, Time and Cost Management",Leadership and Management,4702,3176,67.54572522330923
COR1631,User Experience & Interaction Design for AR/VR/MR/XR,Design and Product,3682,2972,80.71700162954916
COR1632,"Cybersecurity Roles, Processes & Operating System Security",Security,246,166,67.47967479674797
COR1633,"Diversity, Equity, and Inclusion Best Practices for Managers",Leadership and Management,832,622,74.75961538461539
COR1634,Microsoft Azure Machine Learning,Machine Learning,155,124,80.0
COR1635,International Entertainment and Sports Marketing,Marketing,1848,1380,74.67532467532467
COR1636,Data Manipulation in JavaScript,Mobile and Web Development,1550,922,59.483870967741936
COR1637,Marketing Mix Fundamentals,Marketing,815,803,98.52760736196319
COR1638,The Importance of Listening,Marketing,1851,1407,76.01296596434359
COR1639,DevOps on AWS: Operate and Monitor,Software Development,3898,2119,54.36121087737301
COR1931,Enterprise System Management and Security ,Security,2617,1512,57.77607948032097
COR1640,Corruption,Governance and Society,4520,3743,82.80973451327434
COR1641,Getting Started with Essay Writing,Music and Art,315,203,64.44444444444444
COR1642,Introduction to Neurohacking In R,Data Analysis,2373,1738,73.24062368310156
COR1643,Oracle Database Foundations,Software Development,1461,1009,69.06228610540725
COR1644,Managing Machine Learning Projects,Machine Learning,3869,3324,85.91367278366504
COR1645,Digital Twins,Business Strategy,2311,1476,63.868455214192984
COR1646,The Outcomes and Interventions of Health Informatics,Health Informatics,4021,3940,97.98557572743098
COR1647,First Steps in Making the Business Case for Sustainability,Leadership and Management,1125,1031,91.64444444444445
COR1648,Building No-Code Apps with AppSheet: Foundations,Cloud Computing,2992,1561,52.17245989304813
COR1649,State Estimation and Localization for Self-Driving Cars,Software Development,1557,1419,91.13680154142581
COR1650,Content Strategy for Professionals: Managing Content,Marketing,3439,2704,78.62750799651062
COR1651,Features and Boundaries,Algorithms,3231,2978,92.16960693283814
COR1652,"Content, Advertising & Social IMC",Marketing,4894,3558,72.70126685737638
COR1653,"Everyday Excel, Part 2",Design and Product,1964,1862,94.80651731160896
COR1654,Optical Efficiency and Resolution,Electrical Engineering,3229,2839,87.92195726231031
COR1655,Healthcare Data Quality and Governance,Health Informatics,1358,1288,94.84536082474226
COR1656,Relational Database Design,Data Management,3715,2958,79.62314939434724
COR1657,Introduction to Data Science in Python,Data Analysis,1885,1855,98.40848806366049
COR1658,Understanding Cancer Metastasis,Basic Science,1355,979,72.25092250922509
COR1659,Interfacing with the Raspberry Pi,Electrical Engineering,881,615,69.80703745743473
COR1660,Strategic Self-Marketing and Personal Branding,Personal Development,2758,2298,83.32124728063815
COR1661,Blockchain Opportunity Analysis,Business Strategy,3189,2775,87.01787394167451
COR1662,"Python for Data Science, AI & Development",Data Analysis,885,832,94.01129943502825
COR1663,Object Oriented Programming in Java,Software Development,264,255,96.5909090909091
COR1664,Project Initiation and Planning,Leadership and Management,586,383,65.35836177474403
COR1665,Accounting for Mergers and Acquisitions: Advanced Topics,Business Strategy,4386,2358,53.76196990424077
COR1666,Work Smarter with Microsoft Excel,Business Essentials,698,438,62.75071633237822
COR1667,Lean Software Development,Software Development,4316,3547,82.1825764596849
COR1668,Linear Algebra for Machine Learning and Data Science,Algorithms,4313,3892,90.23881289125897
COR1669,Building Your Career in Music: Developing A Brand and Funding Your Music,Music and Art,3028,2999,99.04227212681637
COR1670,Ethics of Artificial Intelligence,Algorithms,3326,2917,87.70294648226098
COR1671,Innovation: From Creativity to Entrepreneurship Capstone,Entrepreneurship,272,148,54.41176470588235
COR1672,Numerical Methods for Engineers,Math and Logic,2204,2174,98.63883847549909
COR1673,Análisis de situaciones de negocio,Leadership and Management,2107,1148,54.48504983388705
COR1674,Camera and Imaging,Algorithms,2351,1604,68.22628668651637
COR1675,Strategic Management - Capstone Project,Business Strategy,2446,2171,88.75715453802125
COR1676,A Crash Course in Data Science,Data Analysis,1006,551,54.771371769383705
COR1677,Digital Strategy and Business Opportunity,Marketing,4528,4452,98.32155477031802
COR1678,Arranging for Songwriters,Music and Art,1986,1774,89.32527693856998
COR1679,Market Research and Consumer Behavior,Marketing,4579,3743,81.74273858921161
COR1680,Entrepreneurship 2: Launching your Start-Up,Entrepreneurship,3977,2336,58.737742016595426
COR1681,Data Collection and Processing with Python,Software Development,1606,1366,85.0560398505604
COR1682,Introduction to Portfolio Construction and Analysis with Python,Finance,1471,1260,85.65601631543169
COR1683,Developing Data Products,Data Analysis,659,400,60.69802731411229
COR1684,Capstone (React App),Mobile and Web Development,1358,1194,87.92341678939617
COR1685,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Patient Care,3523,2949,83.70706783990917
COR1686,Sales Operations: Final Project,Leadership and Management,2152,1683,78.20631970260223
COR1687,Collaborate Effectively for Professional Success,Personal Development,3816,2434,63.78406708595388
COR1688,Setting the Stage for Success: An Eye on Safety Culture and Teamwork (Patient Safety II),Healthcare Management,3446,3078,89.32095182820662
COR1689,Creative Writing: The Craft of Style,Music and Art,1461,1455,99.58932238193019
COR1690,Best Practices in Planning DE&I Interventions,Leadership and Management,102,53,51.9607843137255
COR1691,Wearable Technologies and Sports Analytics,Data Analysis,4380,3266,74.56621004566209
COR1692,Organizational Behavior: How to Manage People,Leadership and Management,781,585,74.90396927016644
COR1693,Introduction to Object-Oriented Programming with Java,Software Development,4769,3005,63.011113440972956
COR1694,Investment Banking: Financial Analysis and Valuation,Finance,3829,3798,99.19038913554454
COR1695,Advanced Content and Social Tactics to Optimize SEO,Marketing,1010,855,84.65346534653465
COR1696,CUDA at Scale for the Enterprise,Software Development,601,550,91.51414309484193
COR1697,Predictive Modeling and Analytics ,Data Analysis,1236,936,75.72815533980582
COR1698,Robotics: Mobility,Mechanical Engineering,3932,1984,50.45778229908443
COR1932,Google Calendar en Español,Cloud Computing,1470,811,55.17006802721088
COR1699,Software Architecture,Software Development,918,651,70.91503267973856
COR1700,Information Gathering and Vetting,Personal Development,2673,1912,71.53011597456042
COR1701,Women in Leadership: Inspiring Positive Change,Leadership and Management,4216,3593,85.22296015180265
COR1702,Creating Dashboards and Storytelling with Tableau,Data Analysis,4605,4598,99.84799131378936
COR1703,Customer Value in Pricing Strategy,Marketing,3508,2028,57.81071835803877
COR1704,Content Strategy for Professionals: Expanding Your Content’s Reach,Marketing,2827,2407,85.14326140785285
COR1705,Management Skills for International Business,Leadership and Management,587,439,74.78705281090289
COR1706,Quality Improvement in Healthcare Organizations,Healthcare Management,1240,669,53.95161290322581
COR1707,Cómputo evolutivo,Algorithms,964,738,76.55601659751036
COR1708,Game Design and Development 4: 3D Platformer,Software Development,4530,3151,69.55849889624724
COR1933,Introduction to battery-management systems,Electrical Engineering,4918,2766,56.24237494916633
COR1709,Consonants of American English Pronunciation,Learning English,4946,3163,63.95066720582289
COR1710,Introduction to Agile Development and Scrum,Software Development,4672,2539,54.34503424657534
COR1711,Introduction to Blockchain Technologies,Business Essentials,3039,2367,77.88746298124383
COR1712,Advanced Machine Learning and Signal Processing,Machine Learning,4437,3634,81.90218616182105
COR1713,DevOps on AWS: Release and Deploy,Software Development,3391,2996,88.35151872603952
COR1714,Elastic Google Cloud Infrastructure: Scaling and Automation,Cloud Computing,4442,3572,80.41422782530393
COR1715,Capstone: Analyzing (Social) Network Data,Data Analysis,1381,830,60.101375814627076
COR1716,Mathematics for Machine Learning: Multivariate Calculus,Math and Logic,1313,697,53.08453922315308
COR1717,Accounting: Principles of Financial Accounting,Finance,3622,3310,91.3859745996687
COR1718,Immunology: Adaptive Immune System,Basic Science,3792,3590,94.67299578059072
COR1719,Black-box and White-box Testing,Software Development,3369,1748,51.88483229444939
COR1934,"Cloud Computing Law: Law Enforcement, Competition, & Tax",Law,2680,1972,73.5820895522388
COR1720,Mathematics for Machine Learning: PCA,Machine Learning,4084,3645,89.25073457394711
COR1721,Machine Learning Foundations: A Case Study Approach,Machine Learning,3827,2939,76.79644630258689
COR1722,Probability & Statistics for Machine Learning & Data Science,Algorithms,2997,2936,97.96463129796463
COR1723,Security Best Practices in Google Cloud,Cloud Computing,4816,4481,93.04401993355482
COR1724,Neural Networks and Deep Learning,Machine Learning,2264,1377,60.82155477031802
COR1725,Intermediate Object-Oriented Programming for Unreal Games,Software Development,690,426,61.73913043478261
COR1726,Getting Started with Data Warehousing and BI Analytics,Data Management,3109,1839,59.15085236410421
COR1727,Linux Embedded System Topics and Projects,Software Development,4285,2254,52.60210035005834
COR1728,Chinese for HSK 3 PART I,Other Languages,2295,1754,76.42701525054466
COR1729,Architecting with Google Kubernetes Engine: Production,Software Development,1210,707,58.429752066115704
COR1730,"Python for Data Science, AI & Development",Data Analysis,141,126,89.36170212765957
COR1731,Managing Security in Google Cloud,Cloud Computing,3410,3361,98.56304985337243
COR1732,Cloud Computing Law: Transactions,Law,1008,888,88.09523809523809
COR1733,"Graph Search, Shortest Paths, and Data Structures",Algorithms,1583,864,54.57991156032848
COR1734,Guided Tour of Machine Learning in Finance,Machine Learning,2816,2437,86.54119318181817
COR1735,Databases and SQL for Data Science with Python,Data Analysis,3757,3165,84.24274687250465
COR1736,Designing for Sustainment: Keeping Improvement Work on Track (Patient Safety IV),Patient Care,158,122,77.21518987341773
COR1737,English for Effective  Business Writing,Learning English,3781,3511,92.85903200211584
COR1738,Digital Marketing Analytics in Theory,Data Analysis,2462,1846,74.97969130787978
COR1739,Introduction to UI Design,Design and Product,4805,3927,81.72736732570239
COR1740,Human-Centered Design for Inclusive Innovation,Business Essentials,3155,2370,75.1188589540412
COR1741,Physics 102 - AC Circuits and Maxwell's Equations,Physics and Astronomy,3616,1907,52.73783185840708
COR1742,User Research and Design,Design and Product,2365,2062,87.18816067653276
COR1743,Tricky English Grammar,Learning English,372,312,83.87096774193549
COR1744,Getting started with TensorFlow 2,Machine Learning,3350,2493,74.41791044776119
COR1745,Supply Chain Sourcing,Business Strategy,2627,1587,60.4111153406928
COR1746,The Power of Team Culture,Leadership and Management,2581,2301,89.15149166989539
COR1935,"Pressure, Force, Motion, and Humidity Sensors ",Electrical Engineering,3982,3830,96.18282270215973
COR1747,Introduction to the Internet of Things and Embedded Systems,Software Development,679,365,53.75552282768778
COR1748,Foundations of Public Health Practice: Behaviour & Behaviour Change,Public Health,503,290,57.65407554671968
COR1749,Investment Banking: M&A and Initial Public Offerings,Finance,179,163,91.06145251396647
COR1750,Inspiring Leadership through Emotional Intelligence,Leadership and Management,161,146,90.6832298136646
COR1751,Saving Money for the Future,Personal Development,3915,2550,65.13409961685824
COR1752,Advanced Learning Algorithms,Machine Learning,3979,2844,71.47524503644132
COR1753,"Lending, Crowdfunding, and Modern Investing",Business Essentials,1013,705,69.59526159921026
COR1754,Entrepreneurship II: Preparing for Launch,Entrepreneurship,437,378,86.49885583524028
COR1755,Introduction to GIS Mapping,Environmental Science and Sustainability,2026,1145,56.51530108588352
COR1756,Data Visualization and Communication with Tableau,Data Analysis,3218,2624,81.54133001864511
COR1757,Combining Scrum with Other Agile Methodologies,Design and Product,1137,835,73.43887423043097
COR1758,Chinese for HSK 1,Other Languages,1305,677,51.877394636015325
COR1759,Introduction to Structured Query Language (SQL),Mobile and Web Development,832,693,83.29326923076923
COR1760,Machine Learning Modeling Pipelines in Production,Machine Learning,4401,2526,57.39604635310157
COR1761,Creative Writing: The Craft of Character,Music and Art,1676,974,58.1145584725537
COR1762,SQL for Data Science with R,Data Analysis,867,701,80.85351787773934
COR1763,Java Programming: Solving Problems with Software,Software Development,905,697,77.01657458563535
COR1764,Evaluations of AI Applications in Healthcare,Machine Learning,1752,1153,65.81050228310502
COR1765,Building Batch Data Pipelines on GCP 日本語版,Cloud Computing,4149,3513,84.67100506146059
COR1766,Infrastructure and Application Modernization with Google Cloud,Business Strategy,2880,2850,98.95833333333334
COR1767,3D Model Creation with Autodesk Fusion 360,Mechanical Engineering,698,463,66.33237822349571
COR1768,Natural Language Processing with Sequence Models,Machine Learning,3916,2080,53.11542390194075
COR1936,Strategic Planning and Execution,Business Strategy,2967,1714,57.76879002359286
COR1937,"C++ For C Programmers, Part B",Software Development,1543,1111,72.00259235255994
COR1769,IoT Devices,Mobile and Web Development,3426,2099,61.26678342089901
COR1770,Digital Product Management: Modern Fundamentals,Leadership and Management,3868,3234,83.60910031023785
COR1771,Pro Tools Basics,Music and Art,122,68,55.73770491803278
COR1772,GIS Data Acquisition and Map Design,Environmental Science and Sustainability,4640,4568,98.44827586206897
COR1773,Challenges of Leading Technical Teams,Personal Development,3559,3554,99.85951109862322
COR1774,Word Forms and Simple Present Tense,Learning English,1975,1076,54.48101265822785
COR1775,Smart Contracts,Software Development,3404,2776,81.55111633372502
COR1776,Writing and Editing: Structure and Organization,Personal Development,364,258,70.87912087912088
COR1777,Linux Basics: The Command Line Interface - 6,Software Development,846,835,98.69976359338062
COR1778,Consulting Presentations and Storytelling,Business Strategy,3624,2961,81.70529801324503
COR1938,Drug Development,Research,3610,2114,58.5595567867036
COR1779,Spanish Vocabulary Project,Other Languages,567,523,92.23985890652557
COR1780,Music Business Foundations,Music and Art,1285,906,70.50583657587549
COR1781,Introduction to Food and Our Environment,Nutrition,1670,1044,62.514970059880234
COR1782,CAPSTONE: Your Leadership Challenge,Leadership and Management,4390,4012,91.38952164009112
COR1783,"Everyday Excel, Part 3 (Projects)",Algorithms,804,647,80.4726368159204
COR1784,Razonamiento artificial,Algorithms,4035,3382,83.81660470879801
COR1785,Portfolio Selection and Risk Management,Finance,421,230,54.63182897862233
COR1786,Medical Terminology II,Basic Science,415,245,59.036144578313255
COR1787,Custom and Distributed Training with TensorFlow,Machine Learning,617,575,93.19286871961103
COR1788,Advanced Data Science Capstone,Machine Learning,1519,944,62.146148782093476
COR1789,Reinforcement Learning in Finance,Machine Learning,1447,760,52.522460262612306
COR1790,Business English: Networking,Learning English,4257,3925,92.2010805731736
COR1791,AI Workflow: AI in Production,Machine Learning,4337,2667,61.49412035969565
COR1792,Web3 and Blockchain Leadership for Transformation,Leadership and Management,604,503,83.27814569536423
COR1793,Fundamentals of Immunology: Death by Friendly Fire,Basic Science,1992,1751,87.90160642570282
COR1794,Coaching Conversations,Leadership and Management,2638,2138,81.04624715693708
COR1795,Machine Learning: an overview,Data Management,4977,3696,74.26160337552743
COR1796,Trading Basics,Finance,3558,2326,65.37380550871276
COR1797,Seeing Through Photographs,Music and Art,1617,1071,66.23376623376623
COR1798,Computational Social Science Methods,Data Analysis,2610,1358,52.03065134099617
COR1799,Natural Language Processing with Classification and Vector Spaces,Machine Learning,2648,1606,60.649546827794566
COR1800,Advanced Algorithms and Complexity,Algorithms,1769,1328,75.07066139061617
COR1801,Introduction to Programming with MATLAB,Software Development,4877,4184,85.79044494566331
COR1939,Introduction to Software Engineering,Software Development,1349,1264,93.69903632320236
COR1802,Introduction to Spreadsheets and Models,Business Essentials,1082,941,86.96857670979668
COR1803,Launching into Machine Learning,Machine Learning,1392,1140,81.89655172413794
COR1804,"Modern Robotics, Course 3:  Robot Dynamics",Mechanical Engineering,2791,1430,51.236116087423866
COR1805,An Introduction to Interactive Programming in Python (Part 2),Software Development,2418,1666,68.89991728701406
COR1806,Algorithmic Thinking (Part 2),Software Development,1748,1119,64.01601830663616
COR1807,Reproducible Research,Data Analysis,2506,1564,62.41021548284118
COR1808,Key Concepts in Organizational DE&I,Leadership and Management,2386,1270,53.22715842414082
COR1809,Introduction to Microsoft Azure Cloud Services,Cloud Computing,340,339,99.70588235294117
COR1810,Cost and Economics in Pricing Strategy,Marketing,4374,2637,60.288065843621396
COR1811,Mathematics for Engineers: The Capstone Course,Math and Logic,2696,2691,99.81454005934718
COR1812,市场营销概论 (中文版）,Business Strategy,1385,768,55.45126353790614
COR1813,Procurement & Sourcing Introduction,Leadership and Management,1289,1261,97.8277734678045
COR1814,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",Machine Learning,3153,2372,75.22993973993023
